kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,Prot,adopted_rp,adopted_period,flag_dr3_ruwe_outlier,flag_koi_is_grazing,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,Li_EW,comment,are_gyro_and_li_consistent
1718958,K04053.01,Kepler-1934 b,CONFIRMED,6284,9.35,0.76,1.42,0,0,1,0,1,--,$1217^{+2053}_{-835}$,$68\pm3$,,--
2302548,K00988.01,Kepler-261 b,CONFIRMED,4913,12.18,2.09,10.38,0,0,0,0,1,$1222^{+87}_{-105}$,$> 378$,$4\pm8$,,Yes
2302548,K00988.02,Kepler-261 c,CONFIRMED,4913,12.18,2.04,24.57,0,1,0,4,1,$1222^{+87}_{-105}$,$> 378$,$4\pm8$,,Yes
4476123,K00814.01,Kepler-689 b,CONFIRMED,5328,12.52,3.04,22.37,0,0,512,0,0,$1224^{+79}_{-80}$,--,--,,--
5369827,K02690.01,Kepler-1870 b,CONFIRMED,5395,12.57,1.78,3.61,0,1,2048,4,1,$1227^{+80}_{-80}$,$> 687$,$7\pm8$,,Yes
10619192,K00203.01,Kepler-17 b,CONFIRMED,5661,12.02,14.48,1.49,0,0,0,0,1,$1232^{+161}_{-114}$,$> 831$,$6\pm4$,,Yes
8039892,K00903.01,Kepler-719 b,CONFIRMED,5930,8.91,12.88,5.01,0,0,770,0,0,$1233^{+804}_{-377}$,--,--,,--
11618601,K03022.01,Kepler-1894 b,CONFIRMED,5335,12.70,1.16,2.76,0,0,0,0,0,$1248^{+78}_{-79}$,--,--,,--
11618601,K03022.02,Kepler-1894 c,CONFIRMED,5335,12.70,1.12,5.05,0,0,0,0,0,$1248^{+78}_{-79}$,--,--,,--
8379705,K02507.01,Kepler-1847 b,CONFIRMED,5794,10.89,2.18,11.13,0,0,0,0,0,$1248^{+495}_{-219}$,--,--,,--
10662202,K00750.01,Kepler-662 b,CONFIRMED,5048,12.44,2.95,21.68,1,1,640,4,1,$1255^{+78}_{-84}$,$> 319$,$12\pm23$,,Yes
9597058,K01819.01,Kepler-962 b,CONFIRMED,5270,12.70,1.83,12.06,0,0,0,0,1,$1255^{+77}_{-79}$,$> 620$,$8\pm6$,,Yes
11193263,K01438.01,Kepler-848 b,CONFIRMED,5670,12.03,2.88,6.91,0,0,2566,0,1,$1259^{+253}_{-132}$,$1744^{+2215}_{-976}$,$60\pm4$,,Yes
10982872,K00343.02,Kepler-142 b,CONFIRMED,5894,9.72,1.73,2.02,0,0,2048,0,1,$1270^{+655}_{-316}$,$> 656$,$7\pm8$,,Yes
10982872,K00343.01,Kepler-142 c,CONFIRMED,5894,9.72,2.48,4.76,0,0,2048,0,1,$1270^{+655}_{-316}$,$> 656$,$7\pm8$,,Yes
10982872,K00343.03,Kepler-142 d,CONFIRMED,5894,9.72,1.55,41.81,0,0,2048,0,1,$1270^{+655}_{-316}$,$> 656$,$7\pm8$,,Yes
4917596,K01973.01,Kepler-1032 b,CONFIRMED,4615,12.88,1.49,3.29,1,0,128,0,1,$1284^{+113}_{-212}$,$> 97$,$47\pm17$,,Yes
11253827,K02672.02,Kepler-396 b,CONFIRMED,5431,13.06,3.01,42.99,0,0,0,0,1,$1300^{+82}_{-81}$,$> 701$,$10\pm6$,,Yes
11253827,K02672.01,Kepler-396 c,CONFIRMED,5431,13.06,4.51,88.51,0,0,0,0,1,$1300^{+82}_{-81}$,$> 701$,$10\pm6$,,Yes
6365156,K00662.01,Kepler-639 b,CONFIRMED,6088,--,2.82,10.21,--,0,518,0,1,--,$1332^{+1976}_{-842}$,$68\pm3$,,No
4644952,K01805.03,Kepler-319 b,CONFIRMED,5242,13.22,1.57,4.36,0,0,0,0,1,$1335^{+75}_{-77}$,$> 599$,$8\pm5$,,Yes
4644952,K01805.01,Kepler-319 c,CONFIRMED,5242,13.22,2.45,6.94,0,1,0,4,1,$1335^{+75}_{-77}$,$> 599$,$8\pm5$,,Yes
4644952,K01805.02,Kepler-319 d,CONFIRMED,5242,13.22,2.03,31.78,0,0,0,0,1,$1335^{+75}_{-77}$,$> 599$,$8\pm5$,,Yes
8360640,K02982.01,Kepler-1891 b,CONFIRMED,5404,13.31,1.47,4.02,0,0,0,0,0,$1335^{+80}_{-80}$,--,--,,--
9412760,K01977.02,Kepler-345 b,CONFIRMED,4722,12.97,0.79,7.42,1,0,640,0,1,$1338^{+89}_{-121}$,$> 252$,$7\pm8$,,Yes
9412760,K01977.01,Kepler-345 c,CONFIRMED,4722,12.97,1.69,9.39,1,1,640,4,1,$1338^{+89}_{-121}$,$> 252$,$7\pm8$,,Yes
11923284,K02026.01,Kepler-1061 b,CONFIRMED,5970,9.55,1.45,2.76,0,1,0,4,1,$1578^{+817}_{-500}$,$1347^{+1851}_{-817}$,$69\pm4$,,Yes
8410727,K01148.01,Kepler-270 b,CONFIRMED,6221,--,1.68,11.48,--,0,1,0,1,--,$1347^{+2113}_{-904}$,$67\pm3$,,--
8410727,K01148.02,Kepler-270 c,CONFIRMED,6221,--,1.38,25.26,--,0,1,0,1,--,$1347^{+2113}_{-904}$,$67\pm3$,,--
8426567,K01914.01,Kepler-1013 b,CONFIRMED,4869,12.97,2.00,18.93,0,0,0,0,0,$1353^{+76}_{-84}$,--,--,,--
5966154,K00655.01,Kepler-201 b,CONFIRMED,6235,--,2.47,25.67,--,1,5,4,1,--,$1362^{+2217}_{-929}$,$67\pm5$,,--
5966154,K00655.02,Kepler-201 c,CONFIRMED,6235,--,2.39,151.89,--,0,5,0,1,--,$1362^{+2217}_{-929}$,$67\pm5$,,--
10000941,K04146.01,Kepler-1558 b,CONFIRMED,4872,13.06,0.70,3.50,0,0,0,0,1,$1368^{+75}_{-82}$,$> 142$,$36\pm6$,,Yes
8150320,K00904.02,Kepler-55 b,CONFIRMED,4454,13.61,2.08,27.95,0,0,0,0,1,$1380^{+114}_{-186}$,$> 161$,$1\pm28$,,Yes
8150320,K00904.03,Kepler-55 c,CONFIRMED,4454,13.61,2.02,42.14,0,0,0,0,1,$1380^{+114}_{-186}$,$> 161$,$1\pm28$,,Yes
8150320,K00904.01,Kepler-55 d,CONFIRMED,4454,13.61,1.83,2.21,0,0,0,0,1,$1380^{+114}_{-186}$,$> 161$,$1\pm28$,,Yes
8150320,K00904.04,Kepler-55 e,CONFIRMED,4454,13.61,1.63,4.62,0,0,0,0,1,$1380^{+114}_{-186}$,$> 161$,$1\pm28$,,Yes
8150320,K00904.05,Kepler-55 f,CONFIRMED,4454,13.61,1.71,10.20,0,0,0,0,1,$1380^{+114}_{-186}$,$> 161$,$1\pm28$,,Yes
1996180,K02534.01,Kepler-1271 b,CONFIRMED,6104,6.88,1.33,3.03,0,1,64,4,1,$1390^{+716}_{-570}$,$> 120$,$46\pm2$,,Yes
12405333,K03009.01,Kepler-1409 b,CONFIRMED,5088,13.43,0.95,0.76,0,0,0,0,1,$1390^{+72}_{-75}$,$> 378$,$15\pm12$,,Yes
10653179,K03280.01,Kepler-1453 b,CONFIRMED,5546,13.52,2.37,47.16,0,0,0,0,0,$1409^{+119}_{-97}$,--,--,,--
6471021,K00372.01,Kepler-539 b,CONFIRMED,5781,11.77,8.25,125.63,0,0,0,0,1,$1412^{+517}_{-241}$,$2554^{+2991}_{-1491}$,$53\pm1$,,Yes
9836149,K01958.01,Kepler-66 b,CONFIRMED,5898,10.25,3.45,17.82,0,1,0,4,1,$1421^{+671}_{-356}$,$> 289$,$30\pm20$,,Yes
11601584,K01831.02,Kepler-324 b,CONFIRMED,5275,13.89,1.18,4.39,0,0,2056,0,1,$1424^{+74}_{-75}$,$> 620$,$9\pm6$,,Yes
11601584,K01831.01,Kepler-324 c,CONFIRMED,5275,13.89,3.54,51.81,0,0,2056,0,1,$1424^{+74}_{-75}$,$> 620$,$9\pm6$,,Yes
11601584,K01831.03,Kepler-324 d,CONFIRMED,5275,13.89,1.13,34.21,0,0,2056,0,1,$1424^{+74}_{-75}$,$> 620$,$9\pm6$,,Yes
11601584,K01831.04,Kepler-324 e,CONFIRMED,5275,13.89,1.60,13.98,0,1,2056,4,1,$1424^{+74}_{-75}$,$> 620$,$9\pm6$,,Yes
5444548,K00409.01,Kepler-545 b,CONFIRMED,5478,13.81,2.68,13.25,0,0,2560,0,1,$1430^{+101}_{-88}$,$> 734$,$4\pm10$,,Yes
7908367,K06166.01,Kepler-1642 b,CONFIRMED,5118,13.80,2.85,12.21,0,0,0,0,1,$1435^{+71}_{-74}$,$> 535$,$-8\pm15$,,Yes
7908367,K06166.02,Kepler-1642 c,CONFIRMED,5118,13.80,2.52,6.65,0,0,0,0,1,$1435^{+71}_{-74}$,$> 535$,$-8\pm15$,,Yes
7509886,K00678.02,Kepler-211 b,CONFIRMED,4955,13.71,1.22,4.14,0,0,0,0,1,$1450^{+69}_{-73}$,$> 418$,$4\pm5$,,Yes
7509886,K00678.01,Kepler-211 c,CONFIRMED,4955,13.71,1.18,6.04,0,0,0,0,1,$1450^{+69}_{-73}$,$> 418$,$4\pm5$,,Yes
11709244,K01832.01,Kepler-325 b,CONFIRMED,5367,14.09,2.70,4.54,0,0,0,0,1,$1450^{+79}_{-78}$,$> 437$,$20\pm18$,,Yes
11709244,K01832.02,Kepler-325 c,CONFIRMED,5367,14.09,2.85,12.76,0,1,0,4,1,$1450^{+79}_{-78}$,$> 437$,$20\pm18$,,Yes
11709244,K01832.03,Kepler-325 d,CONFIRMED,5367,14.09,2.36,38.71,0,0,0,0,1,$1450^{+79}_{-78}$,$> 437$,$20\pm18$,,Yes
9411412,K02101.01,Kepler-1096 b,CONFIRMED,4406,14.10,1.32,2.89,0,1,0,4,1,$1476^{+104}_{-137}$,$> 155$,$11\pm20$,,Yes
5371776,K01557.01,Kepler-304 b,CONFIRMED,4596,13.90,2.74,3.30,0,0,0,0,1,$1485^{+79}_{-90}$,$> 180$,$13\pm21$,,Yes
5371776,K01557.03,Kepler-304 c,CONFIRMED,4596,13.90,2.05,5.32,0,0,0,0,1,$1485^{+79}_{-90}$,$> 180$,$13\pm21$,,Yes
5371776,K01557.02,Kepler-304 d,CONFIRMED,4596,13.90,2.36,9.65,0,0,0,0,1,$1485^{+79}_{-90}$,$> 180$,$13\pm21$,,Yes
5371776,K01557.04,Kepler-304 e,CONFIRMED,4596,13.90,1.06,1.50,0,0,0,0,1,$1485^{+79}_{-90}$,$> 180$,$13\pm21$,,Yes
5780930,K03412.01,Kepler-1492 b,CONFIRMED,4468,14.09,1.16,16.75,0,0,0,0,1,$1494^{+92}_{-111}$,$> 140$,$23\pm11$,,Yes
7045496,K01939.01,Kepler-1021 b,CONFIRMED,5397,14.39,2.24,13.47,0,0,0,0,0,$1498^{+84}_{-80}$,--,--,,--
3448130,K02043.01,Kepler-1786 b,CONFIRMED,5790,12.08,2.97,78.55,0,0,2560,0,1,$1502^{+519}_{-261}$,$> 641$,$16\pm6$,,Yes
9839821,K02012.01,Kepler-1052 b,CONFIRMED,5701,13.15,2.70,34.85,0,0,0,0,1,$1510^{+278}_{-164}$,$> 484$,$28\pm8$,,Yes
9839821,K02012.02,Kepler-1052 c,CONFIRMED,5701,13.15,2.59,180.92,0,0,0,0,1,$1510^{+278}_{-164}$,$> 484$,$28\pm8$,,Yes
9529744,K01806.03,Kepler-320 b,CONFIRMED,5791,--,1.23,8.37,--,1,516,4,1,--,$1524^{+1936}_{-875}$,$65\pm4$,,No
9529744,K01806.02,Kepler-320 c,CONFIRMED,5791,--,1.48,17.93,--,1,516,4,1,--,$1524^{+1936}_{-875}$,$65\pm4$,,No
11852982,K00247.01,Kepler-1712 b,CONFIRMED,3925,16.19,1.88,13.82,0,1,0,4,1,$1530^{+317}_{-597}$,$> 87$,$13\pm17$,,Yes
5792202,K00841.01,Kepler-27 b,CONFIRMED,5331,14.69,4.79,15.34,0,0,0,0,1,$1535^{+77}_{-76}$,$> 437$,$-8\pm34$,,Yes
5792202,K00841.02,Kepler-27 c,CONFIRMED,5331,14.69,6.24,31.33,0,0,0,0,1,$1535^{+77}_{-76}$,$> 437$,$-8\pm34$,,Yes
5792202,K00841.03,Kepler-27 d,CONFIRMED,5331,14.69,2.10,6.55,0,0,0,0,1,$1535^{+77}_{-76}$,$> 437$,$-8\pm34$,,Yes
9717943,K02273.01,Kepler-1169 b,CONFIRMED,6000,12.52,0.93,6.11,0,0,0,0,1,$2586^{+854}_{-666}$,$1541^{+2118}_{-948}$,$66\pm3$,,Yes
5450893,K02970.01,Kepler-1890 b,CONFIRMED,6441,8.72,0.73,4.82,0,1,1,4,1,--,$1541^{+2742}_{-1118}$,$61\pm2$,,--
9244756,K01969.01,Kepler-1779 b,CONFIRMED,5766,12.60,2.93,16.34,0,0,0,0,0,$1543^{+435}_{-232}$,--,--,,--
11030475,K02248.01,Kepler-1813 b,CONFIRMED,5167,14.69,1.30,2.82,0,0,0,0,1,$1545^{+70}_{-72}$,$> 387$,$12\pm21$,,Yes
5436013,K02471.01,Kepler-1841 b,CONFIRMED,5472,14.57,1.56,25.89,0,1,0,4,0,$1548^{+109}_{-90}$,--,--,,--
4454752,K00496.01,Kepler-578 b,CONFIRMED,5256,14.79,1.65,1.62,0,1,0,4,1,$1549^{+72}_{-73}$,$> 447$,$18\pm14$,,Yes
6265665,K03436.01,Kepler-1499 b,CONFIRMED,4992,14.59,1.19,44.20,1,0,128,0,1,$1557^{+66}_{-68}$,$> 399$,$5\pm12$,,Yes
6196457,K00285.01,Kepler-92 b,CONFIRMED,5509,17.00,3.66,13.75,0,0,2566,0,1,$1970^{+176}_{-125}$,$1558^{+1940}_{-832}$,$58\pm2$,,Yes
6196457,K00285.02,Kepler-92 c,CONFIRMED,5509,17.00,2.47,26.72,0,0,2566,0,1,$1970^{+176}_{-125}$,$1558^{+1940}_{-832}$,$58\pm2$,,Yes
6196457,K00285.03,Kepler-92 d,CONFIRMED,5509,17.00,2.10,49.36,0,0,2566,0,1,$1970^{+176}_{-125}$,$1558^{+1940}_{-832}$,$58\pm2$,,Yes
7626370,K01706.01,Kepler-932 b,CONFIRMED,5254,14.89,1.39,1.92,0,1,2048,4,1,$1564^{+72}_{-73}$,$> 586$,$6\pm11$,,Yes
8738735,K00693.02,Kepler-214 b,CONFIRMED,6050,8.09,3.15,15.66,0,0,2566,0,1,$1566^{+835}_{-598}$,$> 289$,$31\pm3$,,Yes
8738735,K00693.01,Kepler-214 c,CONFIRMED,6050,8.09,2.56,28.78,0,1,2566,4,1,$1566^{+835}_{-598}$,$> 289$,$31\pm3$,,Yes
10973664,K00601.02,Kepler-618 d,CONFIRMED,5915,10.59,3.95,11.68,0,1,0,4,1,$1571^{+634}_{-384}$,$> 233$,$43\pm7$,,Yes
10973664,K00601.01,Kepler-619 b,CONFIRMED,5915,10.59,2.69,5.40,0,0,0,0,1,$1571^{+634}_{-384}$,$> 233$,$43\pm7$,,Yes
10973664,K00601.03,Kepler-619 c,CONFIRMED,5915,10.59,1.55,1.21,0,1,0,4,1,$1571^{+634}_{-384}$,$> 233$,$43\pm7$,,Yes
6929841,K03026.01,Kepler-1414 b,CONFIRMED,4942,14.70,1.21,3.52,0,0,0,0,0,$1577^{+65}_{-67}$,--,--,,--
4056616,K02013.01,Kepler-1053 b,CONFIRMED,4344,14.69,0.88,2.41,0,0,0,0,1,$1586^{+101}_{-119}$,$> 168$,$4\pm9$,,Yes
5020319,K00635.01,Kepler-1725 b,CONFIRMED,6012,8.85,2.51,16.72,0,0,0,0,1,$1593^{+833}_{-552}$,$2135^{+2877}_{-1322}$,$59\pm4$,,Yes
10464050,K01851.01,Kepler-981 b,CONFIRMED,5667,13.90,2.28,4.47,0,0,0,0,0,$1599^{+237}_{-151}$,--,--,,--
11100383,K00346.01,Kepler-532 b,CONFIRMED,4933,15.00,2.31,12.92,0,0,0,0,1,$1615^{+64}_{-66}$,$> 409$,$4\pm4$,,Yes
8292840,K00260.01,Kepler-126 b,CONFIRMED,6128,7.33,1.46,10.50,0,0,2566,0,1,$1628^{+728}_{-666}$,$> 276$,$27\pm1$,,Yes
8292840,K00260.03,Kepler-126 c,CONFIRMED,6128,7.33,1.59,21.87,0,0,2566,0,1,$1628^{+728}_{-666}$,$> 276$,$27\pm1$,,Yes
8292840,K00260.02,Kepler-126 d,CONFIRMED,6128,7.33,2.65,100.28,0,0,2566,0,1,$1628^{+728}_{-666}$,$> 276$,$27\pm1$,,Yes
9451706,K00271.03,Kepler-127 b,CONFIRMED,6286,9.76,1.45,14.44,0,0,5,0,1,--,$1630^{+2652}_{-1117}$,$62\pm3$,,--
9451706,K00271.02,Kepler-127 c,CONFIRMED,6286,9.76,2.52,29.39,0,0,5,0,1,--,$1630^{+2652}_{-1117}$,$62\pm3$,,--
9451706,K00271.01,Kepler-127 d,CONFIRMED,6286,9.76,2.58,48.63,0,0,5,0,1,--,$1630^{+2652}_{-1117}$,$62\pm3$,,--
9838468,K02943.01,Kepler-1391 b,CONFIRMED,5797,26.33,2.17,54.41,0,0,2566,0,1,$4402^{+408}_{-409}$,$1630^{+2197}_{-959}$,$66\pm7$,,Maybe
7428736,K02827.01,Kepler-1358 b,CONFIRMED,5117,15.32,1.17,7.06,0,0,0,0,0,$1630^{+67}_{-69}$,--,--,,--
9466668,K00939.03,Kepler-256 b,CONFIRMED,5537,14.92,1.24,1.62,0,0,2048,0,1,$1638^{+135}_{-105}$,$> 512$,$13\pm20$,,Yes
9466668,K00939.01,Kepler-256 c,CONFIRMED,5537,14.92,1.66,3.39,0,0,2048,0,1,$1638^{+135}_{-105}$,$> 512$,$13\pm20$,,Yes
9466668,K00939.02,Kepler-256 d,CONFIRMED,5537,14.92,1.63,5.84,0,0,2048,0,1,$1638^{+135}_{-105}$,$> 512$,$13\pm20$,,Yes
9466668,K00939.04,Kepler-256 e,CONFIRMED,5537,14.92,1.81,10.68,0,0,2048,0,1,$1638^{+135}_{-105}$,$> 512$,$13\pm20$,,Yes
8757824,K02552.01,Kepler-1275 b,CONFIRMED,6116,7.47,1.29,3.66,0,0,0,0,0,$1644^{+747}_{-665}$,--,--,,--
8081899,K02426.01,Kepler-1235 b,CONFIRMED,5368,15.43,0.81,4.16,0,0,0,0,1,$1646^{+85}_{-80}$,$> 726$,$3\pm8$,,Yes
7515212,K00679.01,Kepler-212 c,CONFIRMED,5969,20.50,2.77,31.80,0,1,518,4,1,$4126^{+596}_{-608}$,$1649^{+2266}_{-1007}$,$65\pm4$,,Yes
7215603,K01618.01,Kepler-910 b,CONFIRMED,6164,7.16,0.81,2.36,0,0,518,0,1,$1658^{+680}_{-677}$,$> 96$,$47\pm4$,,Yes
3831053,K00388.01,Kepler-1719 b,CONFIRMED,5555,--,3.30,6.15,--,0,518,0,1,--,$1667^{+2160}_{-916}$,$59\pm4$,,No
7761918,K01808.01,Kepler-1769 b,CONFIRMED,6071,8.19,3.81,89.19,0,0,512,0,1,$1668^{+874}_{-683}$,$> 194$,$38\pm4$,,Yes
6501635,K00560.01,Kepler-600 b,CONFIRMED,5280,15.75,2.92,23.68,0,1,0,4,0,$1681^{+76}_{-75}$,--,--,,--
5938970,K04016.01,Kepler-1540 b,CONFIRMED,4444,15.21,2.39,125.41,0,1,0,4,1,$1682^{+82}_{-86}$,$> 188$,$5\pm6$,,Yes
5120087,K00639.01,Kepler-631 b,CONFIRMED,6392,7.65,2.64,17.98,0,0,1,0,1,--,$1686^{+2948}_{-1207}$,$61\pm4$,,--
5709725,K00555.01,Kepler-598 b,CONFIRMED,5268,15.85,1.55,3.70,0,0,2048,0,1,$1693^{+75}_{-74}$,$> 656$,$5\pm6$,,Yes
5709725,K00555.02,Kepler-598 c,CONFIRMED,5268,15.85,2.90,86.49,0,0,2048,0,1,$1693^{+75}_{-74}$,$> 656$,$5\pm6$,,Yes
9336200,K02242.01,Kepler-1153 b,CONFIRMED,5377,15.73,1.97,1.76,0,1,0,4,0,$1693^{+91}_{-83}$,--,--,,--
6587796,K03237.01,Kepler-1444 b,CONFIRMED,5928,10.83,2.07,33.42,0,0,0,0,1,$1694^{+640}_{-417}$,$> 250$,$41\pm4$,,Yes
11495458,K02318.01,Kepler-1190 b,CONFIRMED,4658,15.42,1.11,10.46,0,0,0,0,1,$1695^{+66}_{-68}$,$> 264$,$-8\pm10$,,Yes
9883606,K04383.01,Kepler-1598 b,CONFIRMED,5700,14.08,0.79,4.34,0,0,0,0,1,$1699^{+298}_{-184}$,$> 579$,$23\pm3$,,Yes
3967760,K01760.01,Kepler-317 b,CONFIRMED,5602,14.90,1.89,5.52,0,0,0,0,1,$1702^{+208}_{-134}$,$> 687$,$-8\pm20$,,Yes
3967760,K01760.02,Kepler-317 c,CONFIRMED,5602,14.90,1.60,8.78,0,0,0,0,1,$1702^{+208}_{-134}$,$> 687$,$-8\pm20$,,Yes
7202957,K02687.02,Kepler-1869 b,CONFIRMED,5683,14.27,0.97,8.17,0,1,0,4,1,$1703^{+274}_{-172}$,$> 524$,$27\pm2$,,Yes
7202957,K02687.01,Kepler-1869 c,CONFIRMED,5683,14.27,0.74,1.72,0,0,0,0,1,$1703^{+274}_{-172}$,$> 524$,$27\pm2$,,Yes
4180280,K00144.01,Kepler-472 b,CONFIRMED,4735,15.62,2.91,4.18,0,0,512,0,1,$1711^{+64}_{-65}$,$> 225$,$15\pm4$,,Yes
9489524,K02029.02,Kepler-352 b,CONFIRMED,5105,15.97,0.87,10.06,0,0,0,0,1,$1711^{+67}_{-68}$,$> 548$,$1\pm7$,,Yes
9489524,K02029.01,Kepler-352 c,CONFIRMED,5105,15.97,1.25,16.33,0,1,0,4,1,$1711^{+67}_{-68}$,$> 548$,$1\pm7$,,Yes
9489524,K02029.03,Kepler-352 d,CONFIRMED,5105,15.97,0.66,6.89,0,0,0,0,1,$1711^{+67}_{-68}$,$> 548$,$1\pm7$,,Yes
6665512,K02005.01,Kepler-1048 b,CONFIRMED,4941,15.86,1.48,6.92,0,0,512,0,1,$1715^{+63}_{-64}$,$> 331$,$2\pm21$,,Yes
6428700,K00853.01,Kepler-242 b,CONFIRMED,4826,15.81,2.53,8.20,0,1,2048,4,1,$1722^{+63}_{-64}$,$> 137$,$35\pm5$,,Yes
6428700,K00853.02,Kepler-242 c,CONFIRMED,4826,15.81,2.53,14.50,0,1,2048,4,1,$1722^{+63}_{-64}$,$> 137$,$35\pm5$,,Yes
3832474,K00806.02,Kepler-30 c,CONFIRMED,5427,15.86,12.03,60.32,0,0,0,0,1,$1728^{+102}_{-89}$,$> 506$,$17\pm16$,,Yes
3832474,K00806.01,Kepler-30 d,CONFIRMED,5427,15.86,8.79,143.21,0,0,0,0,1,$1728^{+102}_{-89}$,$> 506$,$17\pm16$,,Yes
5438099,K01567.02,Kepler-306 b,CONFIRMED,4975,16.01,1.63,4.65,0,1,2048,4,1,$1728^{+64}_{-65}$,$> 447$,$-8\pm13$,,Yes
5438099,K01567.01,Kepler-306 c,CONFIRMED,4975,16.01,2.25,7.24,0,0,2048,0,1,$1728^{+64}_{-65}$,$> 447$,$-8\pm13$,,Yes
5438099,K01567.03,Kepler-306 d,CONFIRMED,4975,16.01,2.17,17.33,0,0,2048,0,1,$1728^{+64}_{-65}$,$> 447$,$-8\pm13$,,Yes
5438099,K01567.04,Kepler-306 e,CONFIRMED,4975,16.01,2.49,44.84,0,1,2048,4,1,$1728^{+64}_{-65}$,$> 447$,$-8\pm13$,,Yes
5940165,K02031.01,Kepler-1062 b,CONFIRMED,4594,15.64,1.83,9.30,0,0,0,0,1,$1729^{+69}_{-71}$,$> 225$,$0\pm11$,,Yes
4633570,K00446.01,Kepler-158 b,CONFIRMED,4505,15.57,1.86,16.71,0,1,2048,4,1,$1730^{+75}_{-77}$,$> 188$,$8\pm11$,,Yes
4633570,K00446.02,Kepler-158 c,CONFIRMED,4505,15.57,1.81,28.55,0,0,2048,0,1,$1730^{+75}_{-77}$,$> 188$,$8\pm11$,,Yes
8636600,K04478.01,Kepler-1959 b,CONFIRMED,5030,16.19,1.12,6.39,0,0,0,0,0,$1744^{+65}_{-66}$,--,--,,--
3632418,K00975.01,Kepler-21 b,CONFIRMED,5842,12.42,1.63,2.79,0,1,518,4,1,$1748^{+602}_{-357}$,$> 839$,$-8\pm4$,,Yes
2307415,K02053.02,Kepler-356 b,CONFIRMED,5966,10.24,1.63,4.61,0,0,2566,0,1,$1748^{+816}_{-530}$,$> 250$,$40\pm3$,,Yes
2307415,K02053.01,Kepler-356 c,CONFIRMED,5966,10.24,1.99,13.12,0,1,2566,4,1,$1748^{+816}_{-530}$,$> 250$,$40\pm3$,,Yes
11905011,K00297.01,Kepler-514 b,CONFIRMED,6079,8.26,2.03,5.65,1,1,644,4,1,$1748^{+837}_{-686}$,$> 218$,$36\pm4$,,Yes
6061773,K02001.01,Kepler-1783 b,CONFIRMED,4941,16.19,1.07,8.28,0,0,0,0,1,$1752^{+63}_{-64}$,$> 413$,$0\pm9$,,Yes
6020753,K00657.01,Kepler-202 b,CONFIRMED,4884,16.16,1.60,4.07,0,0,2048,0,1,$1755^{+63}_{-64}$,$> 404$,$-8\pm10$,,Yes
6020753,K00657.02,Kepler-202 c,CONFIRMED,4884,16.16,1.92,16.28,0,0,2048,0,1,$1755^{+63}_{-64}$,$> 404$,$-8\pm10$,,Yes
7303287,K01353.02,Kepler-289 b,CONFIRMED,6081,8.60,2.09,34.54,0,1,0,4,1,$1893^{+799}_{-684}$,$1763^{+2519}_{-1122}$,$63\pm3$,,Yes
7303287,K01353.01,Kepler-289 c,CONFIRMED,6081,8.60,11.05,125.87,0,0,0,0,1,$1893^{+799}_{-684}$,$1763^{+2519}_{-1122}$,$63\pm3$,,Yes
10686864,K01637.01,Kepler-917 b,CONFIRMED,5807,12.97,1.70,2.97,1,0,642,0,0,$1765^{+637}_{-345}$,--,--,,--
9153570,K02625.01,Kepler-1295 b,CONFIRMED,5283,16.39,1.43,3.81,0,0,0,0,0,$1769^{+80}_{-77}$,--,--,,--
8463346,K02529.02,Kepler-436 b,CONFIRMED,4607,16.00,2.21,64.00,0,0,2048,0,1,$1773^{+69}_{-69}$,$> 206$,$-30\pm22$,,Yes
8463346,K02529.01,Kepler-436 c,CONFIRMED,4607,16.00,2.12,16.80,0,1,2048,4,1,$1773^{+69}_{-69}$,$> 206$,$-30\pm22$,,Yes
3541946,K00624.01,Kepler-198 b,CONFIRMED,5533,15.75,2.62,17.79,0,0,0,0,1,$1775^{+143}_{-111}$,$> 767$,$7\pm7$,,Yes
3541946,K00624.02,Kepler-198 c,CONFIRMED,5533,15.75,2.40,49.57,0,1,0,4,1,$1775^{+143}_{-111}$,$> 767$,$7\pm7$,,Yes
3541946,K00624.03,Kepler-198 d,CONFIRMED,5533,15.75,1.40,1.31,0,0,0,0,1,$1775^{+143}_{-111}$,$> 767$,$7\pm7$,,Yes
10554999,K00534.02,Kepler-179 b,CONFIRMED,5137,16.53,1.70,2.74,0,0,2048,0,1,$1779^{+69}_{-69}$,$> 633$,$-8\pm7$,,Yes
10554999,K00534.01,Kepler-179 c,CONFIRMED,5137,16.53,2.74,6.40,0,1,2048,4,1,$1779^{+69}_{-69}$,$> 633$,$-8\pm7$,,Yes
2441495,K00166.01,Kepler-479 b,CONFIRMED,5234,16.51,2.01,12.49,0,0,2048,0,1,$1781^{+76}_{-74}$,$> 687$,$-2\pm6$,,Yes
5768816,K03288.01,Kepler-1458 b,CONFIRMED,5378,16.37,2.34,47.99,0,1,2048,4,1,$1784^{+92}_{-85}$,$> 812$,$-8\pm9$,,Yes
11569782,K02225.01,Kepler-1150 b,CONFIRMED,4560,16.08,0.96,2.79,0,0,0,0,1,$1790^{+72}_{-72}$,$> 194$,$11\pm10$,,Yes
5514383,K00257.01,Kepler-506 b,CONFIRMED,6118,7.82,2.65,6.88,0,0,2048,0,1,$1794^{+747}_{-697}$,$2233^{+3069}_{-1429}$,$58\pm3$,,Yes
