kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,gyro_+2sigma,gyro_-2sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
9456281,K04207.01,,CANDIDATE,4216,72,2020AJ....159..280B,15.97,0.20,2019ApJS..244...21S,5,15,1841,222,174,530,329,,,,0.98,2022AJ....163..179P,0.7,0,0,1,$1841^{+222}_{-174}$,$> 136$,Yes
6527078,K04657.01,,CANDIDATE,5229,89,2020AJ....159..280B,17.05,0.25,2021AJ....161..265D,-18,8,1867,149,120,344,222,,,,0.6,2020AJ....160..108B,7.58,4096,0,1,$1867^{+149}_{-120}$,$> 758$,Yes
11904734,K01764.01,,CANDIDATE,4824,99,2020AJ....159..280B,17.59,0.28,2019ApJS..244...21S,,,1931,126,107,279,202,,,,7.25,10.26133/NEA4,12.68,640,4,0,$1931^{+126}_{-107}$,--,--
5802637,K04398.01,,CANDIDATE,5189,105,2020AJ....159..280B,17.82,0.29,2021ApJS..255...17S,,,1965,159,127,367,234,,,,1.6,10.26133/NEA4,7.34,0,0,0,$1965^{+159}_{-127}$,--,--
7976520,K00687.01,,CANDIDATE,5040,98,2020AJ....159..280B,18.34,0.32,2018MNRAS.474.2094A,39,3,2012,147,121,331,225,,,,3.13,10.26133/NEA4,4.18,4224,0,1,$2012^{+147}_{-121}$,$> 162$,Yes
8345384,K04399.01,,CANDIDATE,5452,91,2020AJ....159..280B,17.69,0.28,2021ApJS..255...17S,1,8,2061,235,176,528,311,,,,1.23,2022AJ....163..179P,42.1,0,4,1,$2061^{+235}_{-176}$,$> 794$,Yes
6679295,K02862.01,,CANDIDATE,3877,163,2020AJ....159..280B,17.59,0.28,2019ApJS..244...21S,,,2097,371,336,773,732,,,,1.64,10.26133/NEA4,24.58,416,0,0,$2097^{+371}_{-336}$,--,--
5095635,K02607.01,,CANDIDATE,5637,92,2020AJ....159..280B,16.53,0.23,2021ApJS..255...17S,21,15,2101,330,241,715,410,,,,1.67,2020AJ....160..108B,0.75,0,0,1,$2101^{+330}_{-241}$,$> 506$,Yes
3453214,K00802.01,,CANDIDATE,5739,112,2020AJ....159..280B,15.40,0.17,2021ApJS..255...17S,,,2109,458,320,959,519,,,,14.14,2020AJ....160..108B,19.62,0,0,0,$2109^{+458}_{-320}$,--,--
5903749,K03029.01,,CANDIDATE,5300,79,2021ApJS..255...17S,18.73,0.34,2021ApJS..255...17S,,,2121,200,157,448,284,,,,2.24,10.26133/NEA4,18.98,512,4,0,$2121^{+200}_{-157}$,--,--
9712350,K02613.01,,CANDIDATE,5146,95,2020AJ....159..280B,19.25,0.36,2021ApJS..255...17S,,,2142,180,143,408,262,,,,2.45,2020AJ....160..108B,51.57,0,0,0,$2142^{+180}_{-143}$,--,--
8684730,K00319.01,,CANDIDATE,5882,118,2020AJ....159..280B,nan,nan,,58,2,,,,,,2158,2634,1279,10.66,2022AJ....163..179P,46.15,518,4,1,--,$2158^{+2634}_{-1279}$,No
8644911,K05553.01,,CANDIDATE,5806,139,2020AJ....159..280B,14.79,0.15,2021ApJS..255...17S,,,2164,592,413,1168,639,,,,2.32,10.26133/NEA4,120.94,512,0,0,$2164^{+592}_{-413}$,--,--
5184709,K01670.01,,CANDIDATE,6006,118,2020AJ....159..280B,11.44,0.11,2021ApJS..255...17S,,,2166,690,614,1147,962,,,,2.09,2020AJ....160..108B,10.58,0,0,0,$2166^{+690}_{-614}$,--,--
2975770,K01788.02,,CANDIDATE,4718,100,2020AJ....159..280B,19.52,0.38,2019ApJS..244...21S,6,9,2167,164,132,379,244,,,,2.75,2020AJ....160..108B,369.07,0,4,1,$2167^{+164}_{-132}$,$> 258$,Yes
6879865,K00417.01,,CANDIDATE,5984,119,2020AJ....159..280B,11.85,0.12,2021ApJS..255...17S,,,2170,683,590,1158,923,,,,24.09,2020AJ....160..108B,19.19,518,4,0,$2170^{+683}_{-590}$,--,--
6438099,K02976.01,,CANDIDATE,5406,99,2020AJ....159..280B,18.60,0.33,2021ApJS..255...17S,,,2172,240,183,534,325,,,,2.58,2020AJ....160..108B,21.61,0,0,0,$2172^{+240}_{-183}$,--,--
10647452,K04366.01,,CANDIDATE,5289,101,2020AJ....159..280B,19.12,0.36,2021ApJS..255...17S,-8,23,2176,212,164,476,296,,,,1.11,2020AJ....160..108B,0.76,0,0,1,$2176^{+212}_{-164}$,$> 554$,Yes
10928043,K01315.01,,CANDIDATE,6304,112,2020AJ....159..280B,11.49,0.11,2018MNRAS.474.2094A,57,4,,,,,,2183,3300,1504,1.47,2022AJ....163..179P,6.85,4097,4,1,--,$2183^{+3300}_{-1504}$,--
9936080,K04431.01,,CANDIDATE,6103,116,2020AJ....159..280B,9.90,0.10,2018MNRAS.474.2094A,17,3,2192,659,698,1046,1122,,,,1.42,2022AJ....163..179P,19.57,4614,0,1,$2192^{+659}_{-698}$,$> 382$,Yes
5352640,K04467.01,,CANDIDATE,5202,92,2020AJ....159..280B,19.52,0.38,2021ApJS..255...17S,,,2195,197,156,442,283,,,,1.64,2020AJ....160..108B,2.94,512,0,0,$2195^{+197}_{-156}$,--,--
12105051,K00141.01,,CANDIDATE,5183,92,2020AJ....159..280B,19.99,0.40,2021ApJS..255...17S,6,11,2252,204,161,454,293,,,,5.11,10.26133/NEA4,2.62,896,0,1,$2252^{+204}_{-161}$,$> 529$,Yes
6862328,K00865.01,,CANDIDATE,5646,95,2020AJ....159..280B,17.49,0.27,2021ApJS..255...17S,,,2298,346,271,731,466,,,,7.56,2020AJ....160..108B,119.02,0,0,0,$2298^{+346}_{-271}$,--,--
11288772,K07435.01,,CANDIDATE,5797,97,2020AJ....159..280B,15.96,0.20,2021ApJS..255...17S,,,2392,445,372,878,629,,,,0.82,10.26133/NEA4,1.37,128,0,0,$2392^{+445}_{-372}$,--,--
9872292,K01537.01,,CANDIDATE,5997,119,2020AJ....159..280B,12.60,0.13,2018MNRAS.474.2094A,0,9,2406,631,613,1047,995,,,,1.43,2022AJ....163..179P,10.19,4614,0,1,$2406^{+631}_{-613}$,$> 574$,Yes
9904006,K02135.02,,CANDIDATE,6186,136,2020AJ....159..280B,10.11,0.10,2021ApJS..255...17S,32,4,2426,574,750,897,1265,,,,1.58,2022AJ....163..179P,20.19,518,0,1,$2426^{+574}_{-750}$,$> 184$,Yes
8301878,K03301.01,,CANDIDATE,5709,119,2020AJ....159..280B,nan,nan,,53,4,,,,,,2442,2979,1402,2.18,2022AJ....163..179P,20.71,518,0,1,--,$2442^{+2979}_{-1402}$,No
4552729,K02691.01,,CANDIDATE,4709,87,2020AJ....159..280B,21.81,0.49,2019ApJS..244...21S,-31,26,2459,223,175,487,315,,,,3.14,2022AJ....163..179P,97.45,0,0,1,$2459^{+223}_{-175}$,$> 247$,Yes
5040077,K03065.01,,CANDIDATE,5867,112,2020AJ....159..280B,15.21,0.16,2021ApJS..255...17S,30,10,2466,529,460,993,763,,,,1.1,2020AJ....160..108B,0.9,0,0,1,$2466^{+529}_{-460}$,$> 387$,Yes
8439618,K05518.01,,CANDIDATE,5865,122,2020AJ....159..280B,15.30,0.17,2021ApJS..255...17S,,,2469,554,473,1033,775,,,,4.36,2020AJ....160..108B,558.22,0,0,0,$2469^{+554}_{-473}$,--,--
7811397,K01477.01,,CANDIDATE,5110,91,2020AJ....159..280B,21.81,0.49,2021ApJS..255...17S,26,21,2480,231,188,500,339,,,,9.26,2020AJ....160..108B,169.5,0,0,1,$2480^{+231}_{-188}$,$> 276$,Yes
10917681,K01963.01,,CANDIDATE,5970,120,2020AJ....159..280B,13.50,0.14,2021ApJS..255...17S,9,10,2494,602,583,1023,958,,,,2.55,10.26133/NEA4,12.9,646,4,1,$2494^{+602}_{-583}$,$> 535$,Yes
10597693,K02958.01,,CANDIDATE,6081,110,2020AJ....159..280B,11.43,0.11,2021ApJS..255...17S,,,2523,565,671,902,1143,,,,1.89,10.26133/NEA4,31.61,128,0,0,$2523^{+565}_{-671}$,--,--
9100484,K01399.01,,CANDIDATE,4770,80,2020AJ....159..280B,22.43,0.52,2019ApJS..244...21S,9,17,2524,226,183,488,329,,,,2.22,2022AJ....163..179P,8.75,0,0,1,$2524^{+226}_{-183}$,$> 244$,Yes
7256914,K04136.01,,CANDIDATE,5758,113,2020AJ....159..280B,nan,nan,,53,4,,,,,,2554,3053,1491,1.41,2022AJ....163..179P,2.42,518,4,1,--,$2554^{+3053}_{-1491}$,No
7256914,K04136.02,,CANDIDATE,5758,113,2020AJ....159..280B,nan,nan,,53,4,,,,,,2554,3053,1491,1.51,2022AJ....163..179P,4.03,518,4,1,--,$2554^{+3053}_{-1491}$,No
7887791,K01964.01,,CANDIDATE,5364,94,2020AJ....159..280B,21.36,0.47,2021ApJS..255...17S,-1,5,2572,273,229,582,412,,,,0.6,10.26133/NEA4,2.23,640,0,1,$2572^{+273}_{-229}$,$> 785$,Yes
10221013,K00728.01,,CANDIDATE,5652,107,2020AJ....159..280B,19.10,0.36,2021ApJS..255...17S,,,2602,367,311,752,546,,,,11.52,2020AJ....160..108B,7.19,0,4,0,$2602^{+367}_{-311}$,--,--
4349442,K01803.01,,CANDIDATE,4687,73,2020AJ....159..280B,22.89,0.54,2019ApJS..244...21S,-1,11,2617,246,202,530,362,,,,2.38,2020AJ....160..108B,4.54,0,4,1,$2617^{+246}_{-202}$,$> 261$,Yes
10384298,K03224.01,,CANDIDATE,5281,89,2020AJ....159..280B,22.11,0.51,2021ApJS..255...17S,4,7,2621,266,225,569,405,,,,0.57,2022AJ....163..179P,3.44,0,0,1,$2621^{+266}_{-225}$,$> 671$,Yes
5360920,K01675.01,,CANDIDATE,5547,104,2020AJ....159..280B,20.46,0.42,2021ApJS..255...17S,,,2648,324,277,675,495,,,,25.17,2020AJ....160..108B,14.62,0,4,0,$2648^{+324}_{-277}$,--,--
10467714,K04480.01,,CANDIDATE,5574,121,2017ApJS..229...30M,20.31,0.42,2021AJ....161..265D,2,13,2668,355,297,739,524,,,,1.75,10.26133/NEA4,58.75,4224,0,1,$2668^{+355}_{-297}$,$> 717$,Yes
9958962,K00593.04,,CANDIDATE,6004,199,2021ApJS..255...17S,15.00,0.15,2021ApJS..255...17S,,,2713,677,695,1050,1080,,,,2.68,10.26133/NEA4,240.19,0,4,0,$2713^{+677}_{-695}$,--,--
4274548,K01331.01,,CANDIDATE,4698,82,2020AJ....159..280B,23.70,0.59,2019ApJS..244...21S,9,25,2733,262,221,563,396,,,,1.93,2022AJ....163..179P,6.8,0,0,1,$2733^{+262}_{-221}$,$> 199$,Yes
3554031,K01194.02,,CANDIDATE,4501,80,2020AJ....159..280B,22.74,0.54,2019ApJS..244...21S,-8,35,2753,307,251,669,442,,,,1.69,2020AJ....160..108B,14.86,1024,0,1,$2753^{+307}_{-251}$,$> 162$,Yes
7984574,K02400.01,,CANDIDATE,5796,110,2020AJ....159..280B,17.94,0.30,2021ApJS..255...17S,,,2757,434,399,841,703,,,,2.48,2020AJ....160..108B,11.62,0,0,0,$2757^{+434}_{-399}$,--,--
3115833,K00797.01,,CANDIDATE,5988,197,2021ApJS..255...17S,15.50,0.17,2021ApJS..255...17S,,,2770,662,678,1036,1066,,,,7.73,10.26133/NEA4,10.18,644,4,0,$2770^{+662}_{-678}$,--,--
8260218,K01066.01,,CANDIDATE,6165,182,2020AJ....159..280B,12.97,0.13,2021ApJS..255...17S,,,2806,539,781,830,1314,,,,12.69,2020AJ....160..108B,5.71,0,0,0,$2806^{+539}_{-781}$,--,--
11395587,K00350.01,,CANDIDATE,5803,97,2020AJ....159..280B,18.21,0.31,2021ApJS..255...17S,17,11,2832,399,382,771,694,,,,1.97,2022AJ....163..179P,12.99,0,0,1,$2832^{+399}_{-382}$,$> 561$,Yes
11716643,K05929.01,,CANDIDATE,5778,113,2020AJ....159..280B,18.74,0.34,2021ApJS..255...17S,-4,16,2844,422,391,821,698,,,,5.76,2020AJ....160..108B,466.0,0,4,1,$2844^{+422}_{-391}$,$> 693$,Yes
5906426,K02377.01,,CANDIDATE,5261,265,2021ApJS..255...17S,23.38,0.57,2021ApJS..255...17S,,,2850,391,289,889,502,,,,1.55,10.26133/NEA4,13.9,256,4,0,$2850^{+391}_{-289}$,--,--
8008067,K00316.03,,CANDIDATE,5723,83,2020AJ....159..280B,19.68,0.38,2018MNRAS.474.2094A,8,4,2866,342,325,676,603,,,,1.71,2022AJ....163..179P,7.31,4096,4,1,$2866^{+342}_{-325}$,$> 794$,Yes
8313667,K01145.01,,CANDIDATE,6091,105,2020AJ....159..280B,12.68,0.13,2021ApJS..255...17S,56,8,2872,440,616,722,1149,,,,2.35,2022AJ....163..179P,30.59,0,0,1,$2872^{+440}_{-616}$,$> 73$,Yes
4935172,K02962.01,,CANDIDATE,5919,201,2020AJ....159..280B,17.24,0.26,2021ApJS..255...17S,,,2889,642,611,1049,980,,,,0.93,10.26133/NEA4,2.17,900,0,0,$2889^{+642}_{-611}$,--,--
4276716,K01619.01,,CANDIDATE,4810,82,2020AJ....159..280B,25.58,0.68,2019ApJS..244...21S,0,8,2984,282,250,603,463,,,,0.72,2022AJ....163..179P,20.67,0,0,1,$2984^{+282}_{-250}$,$> 334$,Yes
6436029,K02828.02,,CANDIDATE,4629,88,2020AJ....159..280B,25.03,0.65,2015ApJ...801....3M,-20,17,2996,310,268,671,489,,,,2.7,2022AJ....163..179P,505.46,4096,0,1,$2996^{+310}_{-268}$,$> 233$,Yes
7215678,K02354.01,,CANDIDATE,6105,137,2020AJ....159..280B,13.88,0.14,2021ApJS..255...17S,,,3021,439,655,711,1216,,,,49.86,2020AJ....160..108B,1.15,0,4,0,$3021^{+439}_{-655}$,--,--
8266276,K01731.01,,CANDIDATE,4748,153,2019ApJS..244...21S,25.58,0.68,2019ApJS..244...21S,7,8,3035,315,268,703,493,,,,2.36,10.26133/NEA4,2.59,512,4,1,$3035^{+315}_{-268}$,$> 261$,Yes
10336951,K02401.01,,CANDIDATE,4940,69,2020AJ....159..280B,25.94,0.70,2019ApJS..244...21S,6,10,3044,290,257,622,479,,,,2.36,2022AJ....163..179P,38.23,512,0,1,$3044^{+290}_{-257}$,$> 369$,Yes
10674871,K02068.01,,CANDIDATE,5952,195,2021ApJS..255...17S,17.59,0.28,2021ApJS..255...17S,,,3048,590,625,956,1041,,,,32.16,10.26133/NEA4,41.89,0,4,0,$3048^{+590}_{-625}$,--,--
6300348,K00212.01,,CANDIDATE,6106,233,2021ApJS..255...17S,16.05,0.20,2021ApJS..255...17S,,,3052,569,755,873,1234,,,,6.61,10.26133/NEA4,5.7,0,0,0,$3052^{+569}_{-755}$,--,--
2970670,K06299.01,,CANDIDATE,5633,96,2020AJ....159..280B,22.11,0.51,2021ApJS..255...17S,-17,19,3074,335,317,668,597,,,,0.73,2022AJ....163..179P,0.95,0,0,1,$3074^{+335}_{-317}$,$> 776$,Yes
10394802,K05790.01,,CANDIDATE,4797,80,2020AJ....159..280B,26.12,0.71,2019ApJS..244...21S,-46,25,3075,293,261,628,487,,,,3.97,2020AJ....160..108B,178.27,272,4,1,$3075^{+293}_{-261}$,$> 292$,Yes
9086154,K04060.01,,CANDIDATE,5935,118,2020AJ....159..280B,17.42,0.27,2021ApJS..255...17S,23,7,3110,446,490,797,912,,,,2.36,10.26133/NEA4,225.26,646,0,1,$3110^{+446}_{-490}$,$> 458$,Yes
6523351,K03117.01,,CANDIDATE,5437,94,2020AJ....159..280B,24.17,0.61,2021ApJS..255...17S,6,4,3123,325,295,674,554,,,,0.87,10.26133/NEA4,6.07,128,4,1,$3123^{+325}_{-295}$,$> 767$,Yes
3236705,K03343.01,,CANDIDATE,5686,93,2020AJ....159..280B,21.81,0.49,2021ApJS..255...17S,,,3132,337,328,665,622,,,,2.0,2020AJ....160..108B,83.27,0,0,0,$3132^{+337}_{-328}$,--,--
9119458,K00525.01,,CANDIDATE,5779,101,2020AJ....159..280B,20.46,0.42,2021ApJS..255...17S,,,3135,367,366,710,692,,,,3.2,2020AJ....160..108B,11.53,0,0,0,$3135^{+367}_{-366}$,--,--
8176564,K02720.01,,CANDIDATE,5990,112,2020AJ....159..280B,16.36,0.22,2021ApJS..255...17S,29,1,3138,426,509,740,972,,,,1.25,2022AJ....163..179P,6.57,518,0,1,$3138^{+426}_{-509}$,$> 358$,Yes
7630229,K00683.01,,CANDIDATE,6002,101,2020AJ....159..280B,16.10,0.21,2021ApJS..255...17S,13,5,3161,397,483,697,946,,,,5.2,2022AJ....163..179P,278.12,0,4,1,$3161^{+397}_{-483}$,$> 524$,Yes
9703198,K00469.01,,CANDIDATE,5851,109,2020AJ....159..280B,19.55,0.38,2021ApJS..255...17S,,,3189,396,409,751,776,,,,6.53,2020AJ....160..108B,10.33,0,4,0,$3189^{+396}_{-409}$,--,--
11036168,K05855.01,,CANDIDATE,5719,98,2020AJ....159..280B,21.81,0.49,2021ApJS..255...17S,-24,17,3205,344,340,674,650,,,,4.71,2020AJ....160..108B,217.79,0,4,1,$3205^{+344}_{-340}$,$> 831$,Yes
8804455,K02159.01,,CANDIDATE,5849,91,2020AJ....159..280B,19.66,0.38,2021ApJS..255...17S,17,8,3208,355,372,678,722,,,,1.12,2022AJ....163..179P,7.6,0,0,1,$3208^{+355}_{-372}$,$> 579$,Yes
4912650,K05098.01,,CANDIDATE,5180,103,2019ApJS..244...21S,26.12,0.71,2019ApJS..244...21S,-8,11,3212,332,291,718,544,,,,1.57,10.26133/NEA4,100.35,512,0,1,$3212^{+332}_{-291}$,$> 628$,Yes
10155029,K03208.01,,CANDIDATE,5849,117,2021ApJS..255...17S,20.06,0.40,2021ApJS..255...17S,32,3,3255,402,416,762,788,,,,0.56,10.26133/NEA4,2.13,0,0,1,$3255^{+402}_{-416}$,$> 399$,Yes
10287242,K00735.01,,CANDIDATE,4913,84,2020AJ....159..280B,27.23,0.76,2021ApJS..255...17S,,,3258,316,280,686,528,,,,30.01,2020AJ....160..108B,22.34,518,4,0,$3258^{+316}_{-280}$,--,--
11570749,K01856.01,,CANDIDATE,5232,94,2020AJ....159..280B,26.30,0.71,2021ApJS..255...17S,-2,15,3286,341,300,735,564,,,,2.25,2022AJ....163..179P,46.3,0,0,1,$3286^{+341}_{-300}$,$> 586$,Yes
6922203,K02578.01,,CANDIDATE,5844,111,2020AJ....159..280B,20.35,0.42,2021ApJS..255...17S,,,3288,385,400,734,767,,,,35.07,2020AJ....160..108B,13.33,514,4,0,$3288^{+385}_{-400}$,--,--
7692093,K03337.01,,CANDIDATE,5291,98,2020AJ....159..280B,26.08,0.70,2021ApJS..255...17S,,,3303,344,306,735,575,,,,1.46,2020AJ....160..108B,11.17,0,0,0,$3303^{+344}_{-306}$,--,--
9580992,K02217.01,,CANDIDATE,5142,98,2020AJ....159..280B,26.85,0.74,2021ApJS..255...17S,,,3311,342,298,743,560,,,,2.84,2020AJ....160..108B,37.8,0,4,0,$3311^{+342}_{-298}$,--,--
7906882,K00686.01,,CANDIDATE,5930,112,2020AJ....159..280B,18.79,0.34,2018MNRAS.474.2094A,-8,8,3312,396,441,726,859,,,,13.37,2022AJ....163..179P,52.51,4096,0,1,$3312^{+396}_{-441}$,$> 709$,Yes
5457326,K04508.01,,CANDIDATE,4907,116,2020AJ....159..280B,27.61,0.78,2019ApJS..244...21S,14,15,3335,329,289,715,546,,,,1.02,10.26133/NEA4,2.5,640,0,1,$3335^{+329}_{-289}$,$> 276$,Yes
9574158,K02512.01,,CANDIDATE,5158,91,2020AJ....159..280B,27.00,0.75,2021ApJS..255...17S,,,3349,347,302,752,569,,,,2.83,2020AJ....160..108B,15.92,0,4,0,$3349^{+347}_{-302}$,--,--
8838950,K02421.01,,CANDIDATE,5451,100,2020AJ....159..280B,25.43,0.67,2019ApJS..244...21S,,,3364,342,317,707,602,,,,0.55,10.26133/NEA4,2.27,898,0,0,$3364^{+342}_{-317}$,--,--
11565544,K03013.01,,CANDIDATE,5622,100,2020AJ....159..280B,24.20,0.61,2021ApJS..255...17S,,,3401,333,327,662,631,,,,20.38,2020AJ....160..108B,3.77,0,4,0,$3401^{+333}_{-327}$,--,--
10850327,K05833.01,,CANDIDATE,5994,109,2020AJ....159..280B,18.09,0.30,2021ApJS..255...17S,43,2,3415,366,440,655,894,,,,5.97,10.26133/NEA4,440.17,518,4,1,$3415^{+366}_{-440}$,$> 201$,Yes
7833305,K04528.01,,CANDIDATE,5342,117,2020AJ....159..280B,26.47,0.72,2021ApJS..255...17S,,,3428,361,325,757,612,,,,10.63,10.26133/NEA4,8.31,642,4,0,$3428^{+361}_{-325}$,--,--
4544670,K00815.01,,CANDIDATE,5756,131,2020AJ....159..280B,22.86,0.54,2021ApJS..255...17S,,,3442,382,385,744,735,,,,14.83,2020AJ....160..108B,34.84,518,4,0,$3442^{+382}_{-385}$,--,--
7770901,K05426.01,,CANDIDATE,6103,184,2021ApJS..255...17S,18.08,0.30,2021ApJS..255...17S,,,3504,393,586,658,1154,,,,1.78,10.26133/NEA4,124.89,772,0,0,$3504^{+393}_{-586}$,--,--
6974658,K02925.01,,CANDIDATE,5245,99,2020AJ....159..280B,27.42,0.77,2021ApJS..255...17S,-7,13,3505,369,325,788,611,,,,0.88,2022AJ....163..179P,0.72,0,4,1,$3505^{+369}_{-325}$,$> 656$,Yes
11361283,K02551.01,,CANDIDATE,4897,91,2020AJ....159..280B,28.78,0.84,2019ApJS..244...21S,7,17,3532,353,309,760,583,,,,1.6,2020AJ....160..108B,16.48,256,0,1,$3532^{+353}_{-309}$,$> 301$,Yes
