kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,gyro_+2sigma,gyro_-2sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
10965008,K00536.01,Kepler-591 b,CONFIRMED,5704,91,2020AJ....159..280B,27.57,0.78,2021ApJS..255...17S,,,,,,621,634,,,,3.75,2020AJ....160..108B,81.17,0,4,0,$> 4000$,--,--
11963206,K02820.01,Kepler-1357 b,CONFIRMED,5712,99,2020AJ....159..280B,27.58,0.78,2021ApJS..255...17S,,,,,,623,646,,,,1.23,2020AJ....160..108B,3.01,0,0,0,$> 4000$,--,--
4243911,K01337.01,Kepler-821 b,CONFIRMED,5214,91,2020AJ....159..280B,30.63,0.93,2019ApJS..244...21S,,,,,,770,715,,,,1.28,2020AJ....160..108B,1.92,0,0,0,$> 4000$,--,--
12302530,K00438.01,Kepler-155 b,CONFIRMED,3984,86,2019ApJS..244...21S,26.48,0.72,2019ApJS..244...21S,11,14,,,,734,684,,,,2.01,10.26133/NEA4,5.93,0,4,1,$> 4000$,$> 96$,Yes
12302530,K00438.02,Kepler-155 c,CONFIRMED,3984,86,2019ApJS..244...21S,26.48,0.72,2019ApJS..244...21S,11,14,,,,734,684,,,,1.87,10.26133/NEA4,52.66,0,0,1,$> 4000$,$> 96$,Yes
8226050,K01910.01,Kepler-1010 b,CONFIRMED,5138,91,2020AJ....159..280B,31.00,0.95,SantosPrivComm,,,,,,771,712,,,,2.22,2020AJ....160..108B,34.27,0,0,0,$> 4000$,--,--
6685526,K00861.01,Kepler-707 b,CONFIRMED,5085,88,2020AJ....159..280B,31.27,0.96,2021ApJS..255...17S,,,,,,767,707,,,,1.28,2020AJ....160..108B,2.24,0,0,0,$> 4000$,--,--
4991208,K02951.01,Kepler-1393 b,CONFIRMED,6120,121,2020AJ....159..280B,21.78,0.49,2021ApJS..255...17S,31,3,,,,496,692,,,,0.67,10.26133/NEA4,2.44,128,0,1,$> 4000$,$> 233$,Yes
10724369,K01302.01,Kepler-809 b,CONFIRMED,5636,102,2020AJ....159..280B,28.38,0.82,2021ApJS..255...17S,,,,,,654,662,,,,3.29,2020AJ....160..108B,55.64,0,4,0,$> 4000$,--,--
12068975,K00623.03,Kepler-197 b,CONFIRMED,6148,123,2020AJ....159..280B,21.70,0.49,2018MNRAS.474.2094A,28,1,,,,481,671,,,,1.08,2022AJ....163..179P,5.6,4096,4,1,$> 4000$,$> 252$,Yes
12068975,K00623.01,Kepler-197 c,CONFIRMED,6148,123,2020AJ....159..280B,21.70,0.49,2018MNRAS.474.2094A,28,1,,,,481,671,,,,1.47,2020AJ....160..108B,10.35,4096,4,1,$> 4000$,$> 252$,Yes
12068975,K00623.02,Kepler-197 d,CONFIRMED,6148,123,2020AJ....159..280B,21.70,0.49,2018MNRAS.474.2094A,28,1,,,,481,671,,,,1.26,2022AJ....163..179P,15.68,4096,4,1,$> 4000$,$> 252$,Yes
5021899,K00821.01,Kepler-692 b,CONFIRMED,5434,109,2020AJ....159..280B,29.76,0.89,2021ApJS..255...17S,,,,,,719,711,,,,2.92,2020AJ....160..108B,21.81,0,0,0,$> 4000$,--,--
8681833,K02865.01,Kepler-1372 b,CONFIRMED,5657,110,2020AJ....159..280B,28.39,0.82,2021ApJS..255...17S,,,,,,645,670,,,,1.28,2020AJ....160..108B,1.31,512,0,0,$> 4000$,--,--
8073705,K03245.01,Kepler-1445 b,CONFIRMED,6093,117,2020AJ....159..280B,22.39,0.52,2021ApJS..255...17S,17,2,,,,510,683,,,,1.05,2022AJ....163..179P,10.6,516,0,1,$> 4000$,$> 396$,Yes
6842682,K02649.01,Kepler-1303 b,CONFIRMED,5765,107,2020AJ....159..280B,27.39,0.77,2021ApJS..255...17S,,,,,,610,652,,,,1.34,2020AJ....160..108B,7.56,0,0,0,$> 4000$,--,--
9950612,K00719.04,Kepler-220 b,CONFIRMED,4554,73,2020AJ....159..280B,30.79,0.94,2018MNRAS.474.2094A,0,5,,,,744,728,,,,0.86,10.26133/NEA4,4.16,4096,0,1,$> 4000$,$> 228$,Yes
9950612,K00719.01,Kepler-220 c,CONFIRMED,4554,73,2020AJ....159..280B,30.79,0.94,2018MNRAS.474.2094A,0,5,,,,744,728,,,,1.8,10.26133/NEA4,9.03,4096,4,1,$> 4000$,$> 228$,Yes
9950612,K00719.02,Kepler-220 d,CONFIRMED,4554,73,2020AJ....159..280B,30.79,0.94,2018MNRAS.474.2094A,0,5,,,,744,728,,,,0.9,10.26133/NEA4,28.12,4096,0,1,$> 4000$,$> 228$,Yes
9950612,K00719.03,Kepler-220 e,CONFIRMED,4554,73,2020AJ....159..280B,30.79,0.94,2018MNRAS.474.2094A,0,5,,,,744,728,,,,1.18,10.26133/NEA4,45.9,4096,0,1,$> 4000$,$> 228$,Yes
8282651,K02193.01,Kepler-1136 b,CONFIRMED,4394,79,2020AJ....159..280B,29.18,0.86,2019ApJS..244...21S,1,29,,,,743,784,,,,1.5,2022AJ....163..179P,2.36,0,0,1,$> 4000$,$> 150$,Yes
5774349,K00557.01,Kepler-599 b,CONFIRMED,4942,113,2020AJ....159..280B,32.15,1.01,2019ApJS..244...21S,,,,,,718,707,,,,2.18,2020AJ....160..108B,15.66,0,0,0,$> 4000$,--,--
8628758,K01279.01,Kepler-804 b,CONFIRMED,5795,107,2020AJ....159..280B,27.38,0.77,2021ApJS..255...17S,-8,8,,,,597,646,,,,1.95,2022AJ....163..179P,14.37,0,0,1,$> 4000$,$> 849$,Yes
8628758,K01279.02,Kepler-804 c,CONFIRMED,5795,107,2020AJ....159..280B,27.38,0.77,2021ApJS..255...17S,-8,8,,,,597,646,,,,1.08,2022AJ....163..179P,9.65,0,0,1,$> 4000$,$> 849$,Yes
2556650,K02156.01,Kepler-1124 b,CONFIRMED,3907,66,2020AJ....159..280B,27.80,0.79,2019ApJS..244...21S,21,17,,,,683,646,,,,1.96,2020AJ....160..108B,2.85,260,0,1,$> 4000$,$> 77$,Yes
4365645,K01738.01,Kepler-1671 b,CONFIRMED,5190,89,2020AJ....159..280B,31.28,0.96,2021ApJS..255...17S,6,4,,,,717,728,,,,1.09,2022AJ....163..179P,4.17,0,0,1,$> 4000$,$> 592$,Yes
9214942,K01403.01,Kepler-833 b,CONFIRMED,4384,76,2020AJ....159..280B,29.18,0.86,2019ApJS..244...21S,10,23,,,,728,784,,,,2.1,2022AJ....163..179P,18.75,0,0,1,$> 4000$,$> 148$,Yes
9401997,K01633.01,Kepler-916 b,CONFIRMED,5249,87,2020AJ....159..280B,31.00,0.95,SantosPrivComm,,,,,,714,728,,,,1.87,2020AJ....160..108B,32.3,0,0,0,$> 4000$,--,--
7102227,K01360.02,Kepler-290 b,CONFIRMED,4805,88,2020AJ....159..280B,32.38,1.02,2019ApJS..244...21S,25,13,,,,702,701,,,,2.23,2020AJ....160..108B,14.59,0,0,1,$> 4000$,$> 188$,Yes
7102227,K01360.01,Kepler-290 c,CONFIRMED,4805,88,2020AJ....159..280B,32.38,1.02,2019ApJS..244...21S,25,13,,,,702,701,,,,2.72,2020AJ....160..108B,36.77,0,0,1,$> 4000$,$> 188$,Yes
7102227,K01360.03,Kepler-290 d,CONFIRMED,4805,88,2020AJ....159..280B,32.38,1.02,2019ApJS..244...21S,25,13,,,,702,701,,,,0.83,2020AJ....160..108B,0.76,0,0,1,$> 4000$,$> 188$,Yes
2161536,K02130.01,Kepler-1798 b,CONFIRMED,4158,86,2020AJ....159..280B,27.04,0.75,2019ApJS..244...21S,-8,11,,,,702,775,,,,1.9,2022AJ....163..179P,16.86,0,0,1,$> 4000$,$> 136$,Yes
6609270,K03090.01,Kepler-1902 b,CONFIRMED,3994,78,2020AJ....159..280B,27.04,0.75,2019ApJS..244...21S,,,,,,684,682,,,,1.05,10.26133/NEA4,3.82,128,0,0,$> 4000$,--,--
8827575,K03052.02,Kepler-1992 b,CONFIRMED,5691,122,2020AJ....159..280B,28.58,0.83,2021ApJS..255...17S,-8,6,,,,625,681,,,,1.2,2022AJ....163..179P,15.61,512,0,1,$> 4000$,$> 918$,Yes
6060203,K01059.01,Kepler-757 b,CONFIRMED,5760,123,2020AJ....159..280B,27.99,0.80,2021ApJS..255...17S,,,,,,612,676,,,,1.35,2020AJ....160..108B,1.02,512,0,0,$> 4000$,--,--
9092504,K02716.01,Kepler-1322 b,CONFIRMED,5624,108,2020AJ....159..280B,29.15,0.86,2021ApJS..255...17S,,,,,,635,674,,,,1.81,2020AJ....160..108B,0.96,0,0,0,$> 4000$,--,--
9092504,K02716.02,Kepler-1322 c,CONFIRMED,5624,108,2020AJ....159..280B,29.15,0.86,2021ApJS..255...17S,,,,,,635,674,,,,2.15,2020AJ....160..108B,6.46,0,4,0,$> 4000$,--,--
9881662,K00327.01,Kepler-140 b,CONFIRMED,6046,112,2020AJ....159..280B,24.01,0.60,2021ApJS..255...17S,48,3,,,,531,655,,,,1.49,2022AJ....163..179P,3.25,0,0,1,$> 4000$,$> 131$,Yes
9881662,K00327.02,Kepler-140 c,CONFIRMED,6046,112,2020AJ....159..280B,24.01,0.60,2021ApJS..255...17S,48,3,,,,531,655,,,,1.71,2022AJ....163..179P,91.35,0,0,1,$> 4000$,$> 131$,Yes
7510820,K03303.01,Kepler-1461 b,CONFIRMED,4756,87,2020AJ....159..280B,32.50,1.02,SantosPrivComm,-22,18,,,,680,708,,,,1.76,2022AJ....163..179P,29.35,0,0,1,$> 4000$,$> 295$,Yes
10684670,K02317.01,Kepler-1189 b,CONFIRMED,5844,96,2020AJ....159..280B,27.21,0.76,2021ApJS..255...17S,,,,,,566,612,,,,1.24,2020AJ....160..108B,3.79,0,0,0,$> 4000$,--,--
6197215,K02829.01,Kepler-1879 b,CONFIRMED,6112,127,2020AJ....159..280B,23.32,0.57,2018MNRAS.474.2094A,29,3,,,,507,678,,,,1.8,2022AJ....163..179P,10.61,4612,0,1,$> 4000$,$> 270$,Yes
5185897,K02693.01,Kepler-398 b,CONFIRMED,4409,75,2020AJ....159..280B,29.79,0.89,2019ApJS..244...21S,3,12,,,,689,779,,,,0.86,2022AJ....163..179P,4.08,1024,4,1,$> 4000$,$> 178$,Yes
5185897,K02693.02,Kepler-398 c,CONFIRMED,4409,75,2020AJ....159..280B,29.79,0.89,2019ApJS..244...21S,3,12,,,,689,779,,,,0.81,2022AJ....163..179P,11.42,1024,4,1,$> 4000$,$> 178$,Yes
5185897,K02693.03,Kepler-398 d,CONFIRMED,4409,75,2020AJ....159..280B,29.79,0.89,2019ApJS..244...21S,3,12,,,,689,779,,,,0.87,2022AJ....163..179P,6.83,1024,4,1,$> 4000$,$> 178$,Yes
4346178,K02652.01,Kepler-1304 b,CONFIRMED,4933,101,2020AJ....159..280B,32.60,1.03,2021ApJS..255...17S,,,,,,673,714,,,,7.23,2020AJ....160..108B,16.13,518,4,0,$> 4000$,--,--
6932987,K01366.01,Kepler-293 b,CONFIRMED,5448,96,2020AJ....159..280B,30.42,0.92,2021ApJS..255...17S,14,9,,,,652,710,,,,2.76,2020AJ....160..108B,19.25,0,0,1,$> 4000$,$> 628$,Yes
6932987,K01366.02,Kepler-293 c,CONFIRMED,5448,96,2020AJ....159..280B,30.42,0.92,2021ApJS..255...17S,14,9,,,,652,710,,,,3.52,2020AJ....160..108B,54.16,0,4,1,$> 4000$,$> 628$,Yes
6707835,K00666.01,Kepler-640 b,CONFIRMED,5762,94,2020AJ....159..280B,28.32,0.82,2018MNRAS.474.2094A,5,10,,,,576,619,,,,2.43,2022AJ....163..179P,22.25,4096,4,1,$> 4000$,$> 743$,Yes
11179076,K02497.01,Kepler-1261 b,CONFIRMED,4853,84,2020AJ....159..280B,32.83,1.04,2019ApJS..244...21S,1,21,,,,658,710,,,,2.1,2022AJ....163..179P,48.43,0,4,1,$> 4000$,$> 285$,Yes
7802719,K02247.01,Kepler-1157 b,CONFIRMED,4468,73,2020AJ....159..280B,30.63,0.93,2019ApJS..244...21S,19,18,,,,667,762,,,,0.93,2022AJ....163..179P,4.46,0,0,1,$> 4000$,$> 152$,Yes
2164169,K01029.01,Kepler-1732 b,CONFIRMED,6013,124,2020AJ....159..280B,25.23,0.66,2021ApJS..255...17S,,,,,,549,684,,,,4.26,2020AJ....160..108B,32.31,512,4,0,$> 4000$,--,--
12156347,K02588.01,Kepler-1687 b,CONFIRMED,4297,84,2020AJ....159..280B,28.78,0.84,2019ApJS..244...21S,19,10,,,,650,811,,,,1.33,2022AJ....163..179P,5.78,0,4,1,$> 4000$,$> 131$,Yes
7595157,K00568.01,Kepler-605 b,CONFIRMED,5408,95,2020AJ....159..280B,30.92,0.95,2018MNRAS.474.2094A,2,17,,,,624,721,,,,1.38,2022AJ....163..179P,3.38,5120,0,1,$> 4000$,$> 620$,Yes
7595157,K00568.02,Kepler-605 c,CONFIRMED,5408,95,2020AJ....159..280B,30.92,0.95,2018MNRAS.474.2094A,2,17,,,,624,721,,,,0.83,2022AJ....163..179P,2.36,5120,0,1,$> 4000$,$> 620$,Yes
12470844,K00790.01,Kepler-233 b,CONFIRMED,5212,100,2020AJ....159..280B,31.93,1.00,2021ApJS..255...17S,,,,,,627,743,,,,2.78,2020AJ....160..108B,8.47,0,0,0,$> 4000$,--,--
12470844,K00790.02,Kepler-233 c,CONFIRMED,5212,100,2020AJ....159..280B,31.93,1.00,2021ApJS..255...17S,,,,,,627,743,,,,2.54,2020AJ....160..108B,60.42,0,0,0,$> 4000$,--,--
6183511,K02542.01,Kepler-1855 b,CONFIRMED,3879,101,2020AJ....159..280B,28.78,0.84,2019ApJS..244...21S,15,59,,,,616,697,,,,0.67,10.26133/NEA4,0.73,260,0,1,$> 4000$,$> 69$,Yes
11714231,K03115.01,Kepler-1431 b,CONFIRMED,5809,113,2020AJ....159..280B,28.37,0.82,2021ApJS..255...17S,,,,,,556,641,,,,1.8,2020AJ....160..108B,5.87,512,0,0,$> 4000$,--,--
4164994,K01320.01,Kepler-816 b,CONFIRMED,5044,94,2020AJ....159..280B,32.83,1.04,2019ApJS..244...21S,,,,,,610,732,,,,9.44,2020AJ....160..108B,10.51,0,0,0,$> 4000$,--,--
10525027,K02006.01,Kepler-1049 b,CONFIRMED,3980,75,2020AJ....159..280B,28.19,0.81,2019ApJS..244...21S,17,22,,,,576,674,,,,0.94,2022AJ....163..179P,3.27,0,0,1,$> 4000$,$> 85$,Yes
7700622,K00315.01,Kepler-1716 b,CONFIRMED,4752,82,2020AJ....159..280B,33.40,1.07,2018MNRAS.474.2094A,-1,12,,,,575,718,,,,2.07,2022AJ....163..179P,35.58,4096,0,1,$> 4000$,$> 289$,Yes
11074541,K00345.01,Kepler-531 b,CONFIRMED,4792,76,2020AJ....159..280B,33.52,1.08,2019ApJS..244...21S,4,6,,,,572,716,,,,2.59,2022AJ....163..179P,29.88,0,0,1,$> 4000$,$> 312$,Yes
6607644,K04159.01,Kepler-1559 b,CONFIRMED,5300,97,2020AJ....159..280B,31.92,1.00,2018MNRAS.474.2094A,2,7,,,,573,741,,,,0.78,2020AJ....160..108B,0.97,4096,0,1,$> 4000$,$> 693$,Yes
5340644,K00503.01,Kepler-580 b,CONFIRMED,4384,86,2020AJ....159..280B,30.41,0.92,2019ApJS..244...21S,13,19,,,,576,796,,,,2.36,2022AJ....163..179P,8.22,0,0,1,$> 4000$,$> 150$,Yes
9473078,K02079.01,Kepler-1087 b,CONFIRMED,5530,82,2020AJ....159..280B,30.86,0.94,2021ApJS..255...17S,15,4,,,,553,678,,,,0.69,2022AJ....163..179P,0.69,0,0,1,$> 4000$,$> 687$,Yes
8352537,K00420.01,Kepler-547 b,CONFIRMED,4826,81,2020AJ....159..280B,33.75,1.09,2019ApJS..244...21S,9,10,,,,548,717,,,,3.8,10.26133/NEA4,6.01,128,0,1,$> 4000$,$> 285$,Yes
6276477,K00849.01,Kepler-701 b,CONFIRMED,5392,103,2020AJ....159..280B,31.67,0.98,2021ApJS..255...17S,,,,,,547,729,,,,2.35,2020AJ....160..108B,10.36,0,0,0,$> 4000$,--,--
9513865,K00943.01,Kepler-736 b,CONFIRMED,5117,88,2020AJ....159..280B,33.05,1.05,2019ApJS..244...21S,,,,,,545,740,,,,2.29,2020AJ....160..108B,3.6,0,0,0,$> 4000$,--,--
10591855,K02845.01,Kepler-1367 b,CONFIRMED,4168,86,2020AJ....159..280B,28.38,0.82,2019ApJS..244...21S,-17,39,,,,542,769,,,,1.0,2022AJ....163..179P,1.57,512,0,1,$> 4000$,$> 113$,Yes
7691260,K01528.01,Kepler-882 b,CONFIRMED,5275,101,2020AJ....159..280B,32.39,1.02,2021ApJS..255...17S,14,15,,,,531,743,,,,1.17,2022AJ....163..179P,3.99,0,0,1,$> 4000$,$> 478$,Yes
7434875,K00884.03,Kepler-247 b,CONFIRMED,4910,81,2020AJ....159..280B,34.16,1.11,2015ApJ...801....3M,-8,15,,,,495,719,,,,1.79,2020AJ....160..108B,3.34,4096,0,1,$> 4000$,$> 391$,Yes
7434875,K00884.01,Kepler-247 c,CONFIRMED,4910,81,2020AJ....159..280B,34.16,1.11,2015ApJ...801....3M,-8,15,,,,495,719,,,,4.31,2020AJ....160..108B,9.44,4096,0,1,$> 4000$,$> 391$,Yes
7434875,K00884.02,Kepler-247 d,CONFIRMED,4910,81,2020AJ....159..280B,34.16,1.11,2015ApJ...801....3M,-8,15,,,,495,719,,,,3.02,2020AJ....160..108B,20.48,4096,0,1,$> 4000$,$> 391$,Yes
10265898,K00732.01,Kepler-656 b,CONFIRMED,5162,83,2020AJ....159..280B,33.29,1.06,2021ApJS..255...17S,11,8,,,,491,738,,,,3.22,2020AJ....160..108B,1.26,0,0,1,$> 4000$,$> 489$,Yes
10265898,K00732.03,Kepler-656 c,CONFIRMED,5162,83,2020AJ....159..280B,33.29,1.06,2021ApJS..255...17S,11,8,,,,491,738,,,,1.28,2020AJ....160..108B,5.25,0,4,1,$> 4000$,$> 489$,Yes
11046458,K00214.01,Kepler-424 b,CONFIRMED,5500,104,2020AJ....159..280B,31.71,0.99,2021ApJS..255...17S,11,7,,,,479,695,,,,10.13,2020AJ....160..108B,3.31,0,4,1,$> 4000$,$> 709$,Yes
5308537,K04409.01,Kepler-1955 b,CONFIRMED,6013,112,2020AJ....159..280B,27.21,0.76,2021ApJS..255...17S,27,7,,,,441,598,,,,1.0,2022AJ....163..179P,14.27,0,0,1,$> 4000$,$> 349$,Yes
10187159,K01870.01,Kepler-989 b,CONFIRMED,5058,89,2020AJ....159..280B,33.99,1.10,2019ApJS..244...21S,,,,,,465,729,,,,2.14,2020AJ....160..108B,7.96,0,0,0,$> 4000$,--,--
5121511,K00640.01,Kepler-632 b,CONFIRMED,5324,106,2021ApJS..255...17S,32.79,1.04,2021ApJS..255...17S,5,5,,,,457,731,,,,2.43,10.26133/NEA4,31.0,512,0,1,$> 4000$,$> 701$,Yes
9995402,K02832.01,Kepler-1361 b,CONFIRMED,5076,87,2020AJ....159..280B,33.99,1.10,2021ApJS..255...17S,-21,23,,,,457,729,,,,0.74,2022AJ....163..179P,3.58,0,0,1,$> 4000$,$> 484$,Yes
9304101,K02067.01,Kepler-1079 b,CONFIRMED,5527,117,2020AJ....159..280B,31.87,0.99,2021ApJS..255...17S,,,,,,447,690,,,,1.77,10.26133/NEA4,13.25,898,0,0,$> 4000$,--,--
5695524,K01897.01,Kepler-1774 b,CONFIRMED,6094,123,2020AJ....159..280B,26.43,0.72,2021ApJS..255...17S,11,9,,,,421,601,,,,2.82,2022AJ....163..179P,59.77,1024,4,1,$> 4000$,$> 387$,Yes
6543893,K01627.01,Kepler-913 b,CONFIRMED,6068,82,2021ApJS..255...17S,26.63,0.73,2021ApJS..255...17S,,,,,,392,505,,,,5.75,10.26133/NEA4,10.3,802,0,0,$> 4000$,--,--
6543893,K01627.02,Kepler-913 c,CONFIRMED,6068,82,2021ApJS..255...17S,26.63,0.73,2021ApJS..255...17S,,,,,,392,505,,,,3.7,10.26133/NEA4,5.94,802,0,0,$> 4000$,--,--
7879433,K02527.01,Kepler-1850 b,CONFIRMED,4325,71,2020AJ....159..280B,31.06,0.95,2019ApJS..244...21S,2,9,,,,413,753,,,,0.62,2022AJ....163..179P,1.39,0,0,1,$> 4000$,$> 168$,Yes
10064256,K02849.01,Kepler-1692 b,CONFIRMED,5220,96,2020AJ....159..280B,33.75,1.09,2021ApJS..255...17S,,,,,,410,724,,,,0.96,2020AJ....160..108B,5.96,0,0,0,$> 4000$,--,--
8874090,K01404.01,Kepler-834 b,CONFIRMED,4530,82,2020AJ....159..280B,33.52,1.08,2019ApJS..244...21S,4,17,,,,409,727,,,,1.94,2022AJ....163..179P,13.32,1024,0,1,$> 4000$,$> 190$,Yes
8037145,K00520.02,Kepler-176 b,CONFIRMED,5139,93,2020AJ....159..280B,34.22,1.11,2019ApJS..244...21S,9,9,,,,403,721,,,,1.43,2022AJ....163..179P,5.43,0,0,1,$> 4000$,$> 489$,Yes
8037145,K00520.01,Kepler-176 c,CONFIRMED,5139,93,2020AJ....159..280B,34.22,1.11,2019ApJS..244...21S,9,9,,,,403,721,,,,2.33,2022AJ....163..179P,12.76,0,0,1,$> 4000$,$> 489$,Yes
8037145,K00520.03,Kepler-176 d,CONFIRMED,5139,93,2020AJ....159..280B,34.22,1.11,2019ApJS..244...21S,9,9,,,,403,721,,,,2.14,2022AJ....163..179P,25.75,0,0,1,$> 4000$,$> 489$,Yes
8037145,K00520.04,Kepler-176 e,CONFIRMED,5139,93,2020AJ....159..280B,34.22,1.11,2019ApJS..244...21S,9,9,,,,403,721,,,,1.27,2022AJ....163..179P,51.17,0,4,1,$> 4000$,$> 489$,Yes
10328458,K02214.01,Kepler-1146 b,CONFIRMED,4687,84,2020AJ....159..280B,34.70,1.14,2019ApJS..244...21S,10,18,,,,402,703,,,,1.28,2022AJ....163..179P,2.35,0,0,1,$> 4000$,$> 210$,Yes
6697756,K02798.01,Kepler-1351 b,CONFIRMED,4265,79,2020AJ....159..280B,30.63,0.93,2019ApJS..244...21S,-14,12,,,,388,749,,,,0.57,2022AJ....163..179P,0.92,0,0,1,$> 4000$,$> 152$,Yes
5786676,K00650.01,Kepler-1665 b,CONFIRMED,4965,80,2020AJ....159..280B,35.19,1.16,2021ApJS..255...17S,8,5,,,,376,699,,,,2.36,2022AJ....163..179P,11.95,0,0,1,$> 4000$,$> 396$,Yes
2438264,K00440.02,Kepler-156 b,CONFIRMED,4920,81,2020AJ....159..280B,35.43,1.17,2019ApJS..244...21S,5,16,,,,363,691,,,,2.18,2022AJ....163..179P,4.97,0,4,1,$> 4000$,$> 331$,Yes
2438264,K00440.01,Kepler-156 c,CONFIRMED,4920,81,2020AJ....159..280B,35.43,1.17,2019ApJS..244...21S,5,16,,,,363,691,,,,2.42,2022AJ....163..179P,15.91,0,0,1,$> 4000$,$> 331$,Yes
7960980,K02274.01,Kepler-1170 b,CONFIRMED,5134,97,2020AJ....159..280B,34.70,1.14,2021ApJS..255...17S,,,,,,361,706,,,,2.68,2020AJ....160..108B,9.99,512,0,0,$> 4000$,--,--
9573685,K02057.01,Kepler-1074 b,CONFIRMED,4054,76,2020AJ....159..280B,29.79,0.89,2019ApJS..244...21S,10,9,,,,355,647,,,,1.19,2022AJ....163..179P,5.95,0,0,1,$> 4000$,$> 108$,Yes
10604592,K04447.01,Kepler-1957 b,CONFIRMED,4718,82,2020AJ....159..280B,35.43,1.17,2019ApJS..244...21S,4,13,,,,348,681,,,,0.77,2022AJ....163..179P,2.19,0,4,1,$> 4000$,$> 252$,Yes
12058204,K02218.01,Kepler-373 b,CONFIRMED,5711,108,2020AJ....159..280B,31.93,1.00,2021ApJS..255...17S,12,22,,,,340,596,,,,2.13,2020AJ....160..108B,5.54,512,0,1,$> 4000$,$> 474$,Yes
8164257,K02073.02,Kepler-357 b,CONFIRMED,4904,88,2020AJ....159..280B,36.02,1.20,2015ApJ...801....3M,-8,13,,,,316,668,,,,1.63,2022AJ....163..179P,6.48,4096,0,1,$> 4000$,$> 396$,Yes
8164257,K02073.03,Kepler-357 c,CONFIRMED,4904,88,2020AJ....159..280B,36.02,1.20,2015ApJ...801....3M,-8,13,,,,316,668,,,,1.96,2022AJ....163..179P,16.86,4096,0,1,$> 4000$,$> 396$,Yes
8164257,K02073.01,Kepler-357 d,CONFIRMED,4904,88,2020AJ....159..280B,36.02,1.20,2015ApJ...801....3M,-8,13,,,,316,668,,,,2.2,2022AJ....163..179P,49.5,4096,0,1,$> 4000$,$> 396$,Yes
5617854,K01588.01,Kepler-901 b,CONFIRMED,4183,78,2020AJ....159..280B,30.63,0.93,2019ApJS..244...21S,-8,15,,,,315,687,,,,1.4,2022AJ....163..179P,3.52,0,0,1,$> 4000$,$> 136$,Yes
4989057,K01923.01,Kepler-1017 b,CONFIRMED,5489,90,2020AJ....159..280B,33.52,1.08,2021ApJS..255...17S,3,11,,,,311,637,,,,1.85,2022AJ....163..179P,7.23,0,0,1,$> 4000$,$> 743$,Yes
10525049,K04252.01,Kepler-1948 b,CONFIRMED,4149,87,2020AJ....159..280B,30.63,0.93,2019ApJS..244...21S,2,15,,,,301,668,,,,0.72,10.26133/NEA4,15.57,640,0,1,$> 4000$,$> 125$,Yes
6383821,K01238.01,Kepler-797 b,CONFIRMED,5878,165,2020AJ....159..280B,31.40,0.97,SantosPrivComm,,,,,,297,613,,,,3.67,2020AJ....160..108B,27.07,514,0,0,$> 4000$,--,--
9941066,K01584.01,Kepler-898 b,CONFIRMED,4242,82,2020AJ....159..280B,31.49,0.97,2019ApJS..244...21S,17,22,,,,299,695,,,,1.42,2022AJ....163..179P,5.87,0,0,1,$> 4000$,$> 119$,Yes
5106313,K02878.01,Kepler-1694 b,CONFIRMED,4917,85,2020AJ....159..280B,36.41,1.22,2019ApJS..244...21S,,,,,,288,650,,,,1.0,2020AJ....160..108B,3.9,0,0,0,$> 4000$,--,--
10545066,K00337.01,Kepler-528 b,CONFIRMED,5955,111,2020AJ....159..280B,30.39,0.92,2021ApJS..255...17S,-2,10,,,,282,538,,,,2.28,2022AJ....163..179P,19.78,0,0,1,$> 4000$,$> 628$,Yes
7289577,K01974.01,Kepler-1780 b,CONFIRMED,5145,94,2020AJ....159..280B,35.68,1.18,2021ApJS..255...17S,5,14,,,,283,660,,,,3.09,2020AJ....160..108B,109.45,512,0,1,$> 4000$,$> 489$,Yes
5978170,K03140.01,Kepler-1910 b,CONFIRMED,4234,141,2019ApJS..244...21S,32.36,1.02,2019ApJS..244...21S,5,49,,,,281,738,,,,0.99,10.26133/NEA4,5.69,512,0,1,$> 4000$,$> 107$,Yes
5340878,K04199.01,Kepler-1566 b,CONFIRMED,5263,88,2020AJ....159..280B,35.10,1.15,2018MNRAS.474.2094A,8,19,,,,280,655,,,,0.73,2020AJ....160..108B,0.54,4096,0,1,$> 4000$,$> 489$,Yes
6149910,K02469.01,Kepler-1840 b,CONFIRMED,4898,88,2019ApJS..244...21S,36.68,1.23,2019ApJS..244...21S,-8,14,,,,272,637,,,,2.34,10.26133/NEA4,131.19,0,0,1,$> 4000$,$> 387$,Yes
9955598,K01925.01,Kepler-409 b,CONFIRMED,5375,90,2020AJ....159..280B,34.81,1.14,2021ApJS..255...17S,4,3,,,,262,628,,,,1.0,2022AJ....163..179P,68.96,0,4,1,$> 4000$,$> 767$,Yes
9044228,K01988.01,Kepler-1039 b,CONFIRMED,4573,75,2020AJ....159..280B,35.92,1.20,2021ApJS..255...17S,11,7,,,,256,629,,,,1.16,2022AJ....163..179P,0.93,0,0,1,$> 4000$,$> 199$,Yes
